timer                                                                        ms      calls
PW.*.DEFAULT                                                                  0          1
PW.*                                                                          0          1
RW.*                                                                          0          1
__PARSE_ERROR                                                                 0          1
INSECURE_COMMUNICATION                                                        0          1
BAD_CERT_VERIFICATION                                                         0          1
WEAK_PASSWORD_HASH                                                            0          1
HARDCODED_CREDENTIALS                                                         0          1
WEAK_GUARD                                                                    0          1
XSS                                                                           0          1
SQLI                                                                          0          1
PATH_MANIPULATION                                                             0          1
OPEN_REDIRECT                                                                 0          1
OS_CMD_INJECTION                                                              0          1
UNENCRYPTED_SENSITIVE_DATA                                                    0          1
CSRF                                                                          0          1
HEADER_INJECTION                                                              0          1
REGEX_INJECTION                                                               0          1
NOSQL_QUERY_INJECTION                                                         0          1
SCRIPT_CODE_INJECTION                                                         0          1
SENSITIVE_DATA_LEAK                                                           0          1
RISKY_CRYPTO                                                                  0          1
TAINT_ASSERT                                                                  0          1
UNRESTRICTED_ACCESS_TO_FILE                                                   0          1
TEMPLATE_INJECTION                                                            0          1
MISSING_AUTHZ                                                                 0          1
UNSAFE_DESERIALIZATION                                                        0          1
UNSAFE_REFLECTION                                                             0          1
INSECURE_RANDOM                                                               0          1
INSECURE_SALT                                                                 0          1
XPATH_INJECTION                                                               0          1
URL_MANIPULATION                                                              0          1
INSUFFICIENT_LOGGING                                                          0          1
XML_EXTERNAL_ENTITY                                                           0          1
TAINTED_ENVIRONMENT_WITH_EXECUTION                                            0          1
PARSE_ERROR                                                                   0          1
MOBILE_ID_MISUSE                                                              0          1
REVERSE_TABNABBING                                                            0          1
CONFIG.UNSAFE_SESSION_TIMEOUT                                                 0          1
CORS_MISCONFIGURATION                                                         0          1
CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER                                       0          1
CONFIG.ENABLED_DEBUG_MODE                                                     0          1
CONFIG.SPRING_SECURITY_DEBUG_MODE                                             0          1
sequential initialization                                                    56          1
  Computing links for translation units                                       2          1
  xfer symbol cache                                                           0          1
  Computing virtual overrides for structural subtyping                        0          1
  Computing virtual overrides                                                 0          1
  Computing callgraph                                                         0          1
  Topologically sorting functions                                             0          1
Computing node costs                                                          0          1
Analysis run                                                                525          1
  HEADER_INJECTION                                                            0          2
  OS_CMD_INJECTION                                                            0          2
  OVERLAPPING_COPY                                                            0          2
  PARSE_ERROR                                                                 0          2
  PATH_MANIPULATION                                                           0          2
  PW.*                                                                        0          2
  RW.*                                                                        0          2
  SENSITIVE_DATA_LEAK                                                         0          2
  SQLI                                                                        0          2
  UNCAUGHT_EXCEPT                                                             0          2
  URL_MANIPULATION                                                            0          2
  XPATH_INJECTION                                                             0          2
  __PARSE_ERROR                                                               0          2
  ADDR_ARG_STAT                                                               0          2
  CHECKED_RETURN_STAT                                                         0          2
  DTOR_EMPTINESS_STAT                                                         0          2
  MOVE_ASSIGN_STAT                                                            0          2
  loadFromEmit                                                               13         42
    MOVE_ASSIGN_STAT                                                          0         14
    RELAX_NULL_RETURN                                                         0         14
    RELAX_ALLOC                                                               0         14
    ARRAY_VS_SINGLETON_pass1                                                  0         14
    CHECKED_RETURN_pass1                                                      0         14
    NULL_RETURNS_pass1                                                        0         14
    CTOR_DTOR_LEAK_pass1                                                      0         14
      CTOR_DTOR_LEAK_pass1                                                    0         14
    UNINIT_CTOR_pass1                                                         0         14
  DERIVE_PTR_ARITH                                                            0          2
  DUMMY_DERIVER_SECURITY                                                      0          2
  IFACE_TRACKER                                                               0         10
  LOCK_FINDER_BOTTOMUP                                                        0          2
  RELAX_ACCESS_DBUFFER                                                        0          2
  RELAX_AFM_ALLOC                                                             0          2
  RELAX_AFM_FREE                                                              0          2
  RELAX_ALLOC                                                                 0          2
  RELAX_BLOCK_FN                                                              0          2
  RELAX_BUFFER_SIZE                                                           0          2
  RELAX_CHECKED_RETURN                                                        0          2
  RELAX_CRYPTO_PRIMITIVES                                                     0          2
  RELAX_DATAFLOW_PRIMITIVES                                                   0          2
  RELAX_DELETE_ARRAY                                                          0          2
  RELAX_DEREF_ARGS                                                            0          2
  RELAX_DIVISOR                                                               0          2
  RELAX_FREED_ARGS                                                            0          2
  RELAX_GETLOCK                                                               0          2
  RELAX_INDEX_GENERIC                                                         0          2
  RELAX_LOCKS                                                                 0          2
  RELAX_LOCK_STATE                                                            0          2
  RELAX_MAYREAD_NONPTR_FIELDS                                                 0          2
  RELAX_MAYWRITE                                                              0          2
  RELAX_MAYWRITE_NONPTR_FIELDS                                                0          2
  RELAX_MAYWRITE_NONPTR_FIELDS_UNINIT                                         0          2
  RELAX_NEGATIVE_RETURN                                                       0          2
  RELAX_NEGATIVE_SINK                                                         0          2
  RELAX_NEW_ARRAY                                                             0          2
  RELAX_NOTHING                                                               0          2
  RELAX_NULL_RETURN                                                           0          2
  RELAX_PARAM_NAMES                                                           0          2
  RELAX_READ                                                                  0          2
  RELAX_SIDE_EFFECT_FREE                                                      0          2
  RELAX_STACK_USE                                                             0          2
  RELAX_STRING_NULL_ARGUMENT                                                  0          2
  RELAX_STRING_NULL_RETURN                                                    0          2
  RELAX_STRING_NULL_SINK                                                      0          2
  RELAX_STRING_NULL_SINK_VARARG                                               0          2
  RELAX_STRING_OVERFLOW                                                       0          2
  RELAX_STRING_SIZE_RETURN                                                    0          2
  RELAX_STRING_SIZE_SANITIZE                                                  0          2
  RELAX_STRING_SIZE_SINK                                                      0          2
  RELAX_STRING_SIZE_SINK_VARARG                                               0          2
  RELAX_TAINT                                                                 0          2
  RELAX_UNCAUGHT_EXCEPT                                                       0          2
  RELAX_UNINIT_ALLOC                                                          0          2
  RELAX_USER_POINTER                                                          0          2
  RELAX_ZERO_RETURN                                                           0          2
  LOCK_FINDER_TOPDOWN                                                         0          2
  LOCK_ORDER                                                                  0          2
  BAD_OVERRIDE                                                                0         13
  MISSING_MOVE_ASSIGNMENT                                                     0         13
  PW_INFRASTRUCTURE                                                           3        167
  ALLOC_FREE_MISMATCH_pass1                                                   0          1
  ALLOC_FREE_MISMATCH_pass2                                                   0          1
  ARRAY_VS_SINGLETON_pass1                                                    0          1
  ARRAY_VS_SINGLETON_pass2                                                    0          1
  ASSERT_SIDE_EFFECT                                                          0          2
  ATOMICITY_pass1                                                             0          1
  ATOMICITY_pass2                                                             0          1
  BAD_ALLOC_ARITHMETIC                                                        0          2
  BAD_ALLOC_STRLEN                                                            0          2
  BAD_COMPARE                                                                 0          2
  BAD_FREE_pass1                                                              0          1
  BAD_FREE_pass2                                                              0          1
  BAD_SHIFT_pass1                                                             0          1
  BAD_SHIFT_pass2                                                             0          1
  BAD_SIZEOF                                                                  0          2
  BUFFER_SIZE_pass1                                                           0          1
  BUFFER_SIZE_pass2                                                           0          1
  CHAR_IO                                                                     0          2
  CHECKED_RETURN_pass1                                                        0          1
  CHECKED_RETURN_pass2                                                        0          1
  CHROOT_pass1                                                                0          1
  CHROOT_pass2                                                                0          1
  COM.BAD_FREE_pass1                                                          0          1
  COM.BAD_FREE_pass2                                                          0          1
  COM.BSTR.CONV                                                               0          2
  CONSTANT_EXPRESSION_RESULT                                                  0          2
  COPY_PASTE_ERROR                                                            0          2
  CTOR_DTOR_LEAK_pass1                                                        0          1
  CTOR_DTOR_LEAK_pass2                                                        0          1
  DC.PREDICTABLE_KEY_PASSWORD                                                 0          2
  DC.STREAM_BUFFER                                                            0          2
  DC.WEAK_CRYPTO                                                              0          2
  DEADCODE_pass1                                                              0          1
  DEADCODE_pass2                                                              0          1
  DELETE_ARRAY_pass1                                                          0          1
  DELETE_ARRAY_pass2                                                          0          1
  DELETE_VOID                                                                 0          2
  DIVIDE_BY_ZERO_pass1                                                        0          1
  DIVIDE_BY_ZERO_pass2                                                        0          1
  EVALUATION_ORDER                                                            0          2
  FORMAT_STRING_INJECTION_pass1                                               0          1
  FORMAT_STRING_INJECTION_pass2                                               0          1
  FORWARD_NULL_pass1                                                          0          1
  FORWARD_NULL_pass2                                                          0          1
  FUNCTION_METRICS                                                            0         16
  IDENTICAL_BRANCHES                                                          0          2
  INCOMPATIBLE_CAST                                                           0          2
  INFINITE_LOOP                                                               0          2
  INVALIDATE_ITERATOR                                                         0          2
  LOCK_pass1                                                                  0          1
  LOCK_pass2                                                                  0          1
  LOCK_STATE_pass1                                                            0          1
  LOCK_STATE_pass2                                                            0          1
  MISMATCHED_ITERATOR_pass1                                                   0          1
  MISMATCHED_ITERATOR_pass2                                                   0          1
  MISSING_BREAK                                                               0          2
  MISSING_COMMA                                                               0          2
  MISSING_LOCK_pass1                                                          0          1
  MISSING_LOCK_pass2                                                          0          1
  MISSING_RESTORE_pass1                                                       0          1
  MISSING_RESTORE_pass2                                                       0          1
  MISSING_RETURN_pass1                                                        0          1
  MISSING_RETURN_pass2                                                        0          1
  NEGATIVE_RETURNS_pass1                                                      0          1
  NEGATIVE_RETURNS_pass2                                                      0          1
  NESTING_INDENT_MISMATCH                                                     0          2
  NO_EFFECT                                                                   0          2
  NULL_RETURNS_pass1                                                          0          1
  NULL_RETURNS_pass2                                                          0          1
  OPEN_ARGS                                                                   0          2
  ORDER_REVERSAL_pass1                                                        0          1
  ORDER_REVERSAL_pass2                                                        0          1
  OVERFLOW_BEFORE_WIDEN_pass1                                                 0          1
  OVERFLOW_BEFORE_WIDEN_pass2                                                 0          1
  OVERLAPPING_COPY_INTERNAL                                                   0          2
  OVERRUN_pass1                                                               0          1
  OVERRUN_pass2                                                               0          1
  OVERRUN_SYMBOLIC_pass1                                                      0          1
  OVERRUN_SYMBOLIC_pass2                                                      0          1
  PASS_BY_VALUE                                                               0          2
  PRINTF_ARGS                                                                 0          2
  READLINK_pass1                                                              0          1
  READLINK_pass2                                                              0          1
  RESOURCE_LEAK_pass1                                                         0          1
  RESOURCE_LEAK_pass2                                                         0          1
  RETURN_LOCAL_pass1                                                          0          1
  RETURN_LOCAL_pass2                                                          0          1
  REVERSE_INULL                                                               0          2
  REVERSE_NEGATIVE_pass1                                                      0          1
  REVERSE_NEGATIVE_pass2                                                      0          1
  SECURE_TEMP_pass1                                                           0          1
  SECURE_TEMP_pass2                                                           0          1
  SIGN_EXTENSION                                                              0          2
  SIZEOF_MISMATCH                                                             0          2
  SLEEP_pass1                                                                 0          1
  SLEEP_pass2                                                                 0          1
  STACK_USE                                                                   0          2
  STRAY_SEMICOLON                                                             0          2
  STREAM_FORMAT_STATE_pass1                                                   0          1
  STREAM_FORMAT_STATE_pass2                                                   0          1
  STRING_GRAPH_CRYPTO                                                         0          2
  STRING_NULL_pass1                                                           0          1
  STRING_NULL_pass2                                                           0          1
  STRING_OVERFLOW_pass1                                                       0          1
  STRING_OVERFLOW_pass2                                                       0          1
  STRING_SIZE_pass1                                                           0          1
  STRING_SIZE_pass2                                                           0          1
  SWAPPED_ARGUMENTS                                                           0          2
  TAINTED_SCALAR_pass1                                                        0          1
  TAINTED_SCALAR_pass2                                                        0          1
  TAINTED_STRING_pass1                                                        0          1
  TAINTED_STRING_pass2                                                        0          1
  TOCTOU_pass1                                                                0          1
  TOCTOU_pass2                                                                0          1
  UNCAUGHT_EXCEPT_INTERNAL                                                    0          2
  UNEXPECTED_CONTROL_FLOW                                                     0          2
  UNINIT_pass1                                                                0          1
  UNINIT_pass2                                                                0          1
  UNINIT_CTOR_pass1                                                           0          1
  UNINIT_CTOR_pass2                                                           0          1
  UNINTENDED_INTEGER_DIVISION                                                 0          2
  UNREACHABLE                                                                 0          2
  UNSAFE_XML_PARSE_CONFIG_pass1                                               0          1
  UNSAFE_XML_PARSE_CONFIG_pass2                                               0          1
  UNUSED_VALUE                                                                0          2
  USELESS_CALL                                                                0          2
  USER_POINTER_pass1                                                          0          1
  USER_POINTER_pass2                                                          0          1
  USE_AFTER_FREE_pass1                                                        0          1
  USE_AFTER_FREE_pass2                                                        0          1
  VARARGS_pass1                                                               0          1
  VARARGS_pass2                                                               0          1
  VIRTUAL_DTOR                                                                0          2
  WRAPPER_ESCAPE_pass1                                                        0          1
  WRAPPER_ESCAPE_pass2                                                        0          1
  __HEADER_INJECTION_CPP_pass1                                                0          1
  __HEADER_INJECTION_CPP_pass2                                                0          1
  __OS_CMD_INJECTION_CPP_pass1                                                0          1
  __OS_CMD_INJECTION_CPP_pass2                                                0          1
  __PATH_MANIPULATION_CPP_pass1                                               0          1
  __PATH_MANIPULATION_CPP_pass2                                               0          1
  __SENSITIVE_DATA_LEAK_CPP_pass1                                             0          1
  __SENSITIVE_DATA_LEAK_CPP_pass2                                             0          1
  __SQLI_CPP_pass1                                                            0          1
  __SQLI_CPP_pass2                                                            0          1
  __URL_MANIPULATION_CPP_pass1                                                0          1
  __URL_MANIPULATION_CPP_pass2                                                0          1
  __XPATH_INJECTION_CPP_pass1                                                 0          1
  __XPATH_INJECTION_CPP_pass2                                                 0          1

activity                                                                     ms      calls
------------------------------------------------------------------------------------------
OVERLAPPING_COPY                                                              0          3
LOCK_FINDER_BOTTOMUP                                                          0          3
RELAX_BLOCK_FN                                                                0          3
RELAX_GETLOCK                                                                 0          3
RELAX_LOCKS                                                                   0          3
RELAX_UPDATE_STATE                                                            0          1
RELAX_SERVLET_ATTRIBUTE                                                       0          1
RELAX_LOCK_STATE                                                              0          3
DUMMY_DERIVER_CONCURRENCY                                                     0          1
IFACE_TRACKER                                                                 0         17
LOCK_FINDER_TOPDOWN                                                           0          3
LOCK_ORDER                                                                    0          3
THREAD_CONTEXT                                                                0          1
ALLOC_FREE_MISMATCH_pass2                                                     0          2
ALLOC_FREE_MISMATCH_pass1                                                     0          2
ASPNET_MVC_VERSION_HEADER                                                     0          1
ATTRIBUTE_NAME_CONFLICT                                                       0          1
ARRAY_VS_SINGLETON_pass2                                                      0          2
ARRAY_VS_SINGLETON_pass1                                                      0         16
ASSERT_SIDE_EFFECT                                                            0          3
ATOMICITY_pass2                                                               0          2
ATOMICITY_pass1                                                               0          2
SERVLET_ATOMICITY_pass2                                                       0          1
SERVLET_ATOMICITY_pass1                                                       0          1
BAD_ALLOC_ARITHMETIC                                                          0          3
BAD_ALLOC_STRLEN                                                              0          3
BAD_CHECK_OF_WAIT_COND                                                        0          1
BAD_COMPARE                                                                   0          3
BAD_EQ                                                                        0          1
BAD_EQ_TYPES                                                                  0          1
BAD_FREE_pass2                                                                0          2
BAD_FREE_pass1                                                                0          2
IMPLICIT_INTENT_pass2                                                         0          1
IMPLICIT_INTENT_pass1                                                         0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION_pass2                         0          1
__BAD_CERT_VERIFICATION_ABSTRACT_INTERPRETATION_pass1                         0          1
EXPOSED_PREFERENCES                                                           0          1
BAD_LOCK_OBJECT_pass2                                                         0          1
BAD_LOCK_OBJECT_pass1                                                         0          1
BAD_SHIFT_pass2                                                               0          2
BAD_SHIFT_pass1                                                               0          2
BAD_SIZEOF                                                                    0          3
BUFFER_SIZE_pass2                                                             0          2
BUFFER_SIZE_pass1                                                             0          2
CALL_SUPER                                                                    0          1
CHAR_IO                                                                       0          3
CHECKED_RETURN_pass2                                                          0          2
CHECKED_RETURN_pass1                                                          0         16
CHROOT_pass2                                                                  0          2
CHROOT_pass1                                                                  0          2
COM.BAD_FREE_pass2                                                            0          2
COM.BAD_FREE_pass1                                                            0          2
COM.BSTR.CONV                                                                 0          3
CONSTANT_EXPRESSION_RESULT                                                    0          3
COPY_PASTE_ERROR                                                              0          3
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION_pass2                                 0          1
CUDA.DIVERGENCE_AT_COLLECTIVE_OPERATION_pass1                                 0          1
STRING_GRAPH_CRYPTO                                                           0          3
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION_pass2                                  0          1
__RISKY_CRYPTO_ABSTRACT_INTERPRETATION_pass1                                  0          1
CTOR_DTOR_LEAK_pass2                                                          0          2
CTOR_DTOR_LEAK_pass1                                                          0         30
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP_pass2                                 0          1
CUDA.INACTIVE_THREAD_AT_COLLECTIVE_WARP_pass1                                 0          1
DEADCODE_pass1                                                                0          2
DEADCODE_pass2                                                                0          2
DELETE_ARRAY_pass2                                                            0          2
DELETE_ARRAY_pass1                                                            0          2
DELETE_VOID                                                                   0          3
USE_AFTER_FREE_pass2                                                          0          2
USE_AFTER_FREE_pass1                                                          0          2
DIVIDE_BY_ZERO_pass2                                                          0          2
DIVIDE_BY_ZERO_pass1                                                          0          2
EVALUATION_ORDER                                                              0          3
EXPLICIT_THIS_EXPECTED_pass2                                                  0          1
EXPLICIT_THIS_EXPECTED_pass1                                                  0          1
FORMAT_STRING_INJECTION_pass2                                                 0          2
FORMAT_STRING_INJECTION_pass1                                                 0          2
FORWARD_NULL_pass2                                                            0          2
FORWARD_NULL_pass1                                                            0          2
GUARDED_BY_VIOLATION_pass2                                                    0          1
GUARDED_BY_VIOLATION_pass1                                                    0          1
HIBERNATE_BAD_HASHCODE                                                        0          1
ORM_UNNECESSARY_GET_pass2                                                     0          1
ORM_UNNECESSARY_GET_pass1                                                     0          1
IDENTICAL_BRANCHES                                                            0          3
INCOMPATIBLE_CAST                                                             0          3
INFINITE_LOOP                                                                 0          3
INVALIDATE_ITERATOR                                                           0          3
INVALIDATE_ITERATOR_pass2                                                     0          2
INVALIDATE_ITERATOR_pass1                                                     0          2
LOCK_EVASION                                                                  0          1
LOCK_pass2                                                                    0          2
LOCK_pass1                                                                    0          2
LOCK_STATE_pass2                                                              0          2
LOCK_STATE_pass1                                                              0          2
LOCK_INVERSION_pass2                                                          0          1
LOCK_INVERSION_pass1                                                          0          1
MISMATCHED_ITERATOR_pass2                                                     0          2
MISMATCHED_ITERATOR_pass1                                                     0          2
MISSING_BREAK                                                                 0          3
MISSING_COMMA                                                                 0          3
MISSING_LOCK_pass2                                                            0          2
MISSING_LOCK_pass1                                                            0          2
MISSING_RESTORE_pass2                                                         0          2
MISSING_RESTORE_pass1                                                         0          2
MISSING_RETURN_pass2                                                          0          2
MISSING_RETURN_pass1                                                          0          2
MISSING_THROW                                                                 0          1
NEGATIVE_RETURNS_pass2                                                        0          2
NEGATIVE_RETURNS_pass1                                                        0          2
NESTING_INDENT_MISMATCH                                                       0          3
NO_EFFECT                                                                     0          3
NON_STATIC_GUARDING_STATIC                                                    0          1
NULL_RETURNS_pass2                                                            0          2
NULL_RETURNS_pass1                                                            0         16
OPEN_ARGS                                                                     0          3
ORDER_REVERSAL_pass2                                                          0          2
ORDER_REVERSAL_pass1                                                          0          2
ORM_LOAD_NULL_CHECK_pass2                                                     0          1
ORM_LOAD_NULL_CHECK_pass1                                                     0          1
__OS_CMD_INJECTION_CPP_pass2                                                  0          2
__OS_CMD_INJECTION_CPP_pass1                                                  0          2
OVERFLOW_BEFORE_WIDEN_pass2                                                   0          2
OVERFLOW_BEFORE_WIDEN_pass1                                                   0          2
OVERLAPPING_COPY_INTERNAL                                                     0          3
OVERRUN_pass2                                                                 0          2
OVERRUN_pass1                                                                 0          2
OVERRUN_SYMBOLIC_pass2                                                        0          2
OVERRUN_SYMBOLIC_pass1                                                        0          2
PASS_BY_VALUE                                                                 0          3
__PATH_MANIPULATION_CPP_pass2                                                 0          2
__PATH_MANIPULATION_CPP_pass1                                                 0          2
PRINTF_ARGS                                                                   0          3
PROPERTY_MIXUP                                                                0          1
READLINK_pass2                                                                0          2
READLINK_pass1                                                                0          2
REGEX_CONFUSION                                                               0          1
RESOURCE_LEAK_pass2                                                           0          2
RESOURCE_LEAK_pass1                                                           0          2
RETURN_LOCAL_pass2                                                            0          2
RETURN_LOCAL_pass1                                                            0          2
REVERSE_NEGATIVE_pass2                                                        0          2
REVERSE_NEGATIVE_pass1                                                        0          2
REVERSE_INULL                                                                 0          3
SECURE_TEMP_pass2                                                             0          2
SECURE_TEMP_pass1                                                             0          2
__SENSITIVE_DATA_LEAK_CPP_pass2                                               0          2
__SENSITIVE_DATA_LEAK_CPP_pass1                                               0          2
SIGN_EXTENSION                                                                0          3
SINGLETON_RACE_pass2                                                          0          1
SINGLETON_RACE_pass1                                                          0          1
SIZEOF_MISMATCH                                                               0          3
SLEEP_pass2                                                                   0          2
SLEEP_pass1                                                                   0          2
STACK_USE                                                                     0          3
STRAY_SEMICOLON                                                               0          3
STREAM_FORMAT_STATE_pass2                                                     0          2
STREAM_FORMAT_STATE_pass1                                                     0          2
STRING_NULL_pass2                                                             0          2
STRING_NULL_pass1                                                             0          2
STRING_OVERFLOW_pass2                                                         0          2
STRING_OVERFLOW_pass1                                                         0          2
STRING_SIZE_pass2                                                             0          2
STRING_SIZE_pass1                                                             0          2
__SQLI_CPP_pass2                                                              0          2
__SQLI_CPP_pass1                                                              0          2
SWAPPED_ARGUMENTS                                                             0          3
TAINTED_SCALAR_pass2                                                          0          2
TAINTED_SCALAR_pass1                                                          0          2
USER_POINTER_pass2                                                            0          2
USER_POINTER_pass1                                                            0          2
TAINTED_STRING_pass2                                                          0          2
TAINTED_STRING_pass1                                                          0          2
TOCTOU_pass2                                                                  0          2
TOCTOU_pass1                                                                  0          2
UNCAUGHT_EXCEPT_INTERNAL                                                      0          3
UNEXPECTED_CONTROL_FLOW                                                       0          3
UNINIT_pass2                                                                  0          2
UNINIT_pass1                                                                  0          2
UNINIT_CTOR_pass2                                                             0          2
UNINIT_CTOR_pass1                                                             0         16
UNINTENDED_GLOBAL                                                             0          1
UNINTENDED_INTEGER_DIVISION                                                   0          3
UNREACHABLE                                                                   0          3
UNRESTRICTED_ACCESS_TO_FILE_PRE                                               0          1
UNSAFE_XML_PARSE_CONFIG_pass2                                                 0          2
UNSAFE_XML_PARSE_CONFIG_pass1                                                 0          2
UNUSED_VALUE                                                                  0          3
__URL_MANIPULATION_CPP_pass2                                                  0          2
__URL_MANIPULATION_CPP_pass1                                                  0          2
__HEADER_INJECTION_CPP_pass2                                                  0          2
__HEADER_INJECTION_CPP_pass1                                                  0          2
USELESS_CALL                                                                  0          3
VARARGS_pass2                                                                 0          2
VARARGS_pass1                                                                 0          2
VIRTUAL_DTOR                                                                  0          3
VOLATILE_ATOMICITY_pass2                                                      0          1
VOLATILE_ATOMICITY_pass1                                                      0          1
WRAPPER_ESCAPE_pass2                                                          0          2
WRAPPER_ESCAPE_pass1                                                          1          2
WRONG_METHOD                                                                  0          1
__XPATH_INJECTION_CPP_pass2                                                   0          2
__XPATH_INJECTION_CPP_pass1                                                   0          2
__XML_EXTERNAL_ENTITY_GO                                                      0          1
FUNCTION_METRICS                                                              0         17
DC.PREDICTABLE_KEY_PASSWORD                                                   0          3
DC.WEAK_CRYPTO                                                                0          3
DC.STREAM_BUFFER                                                              0          3
DC.DEADLOCK                                                                   0          1
DC.DANGEROUS                                                                  0          1
CODEXM                                                                      127          1
CODEXM_FUNCTIONS_STAT_PASS                                                    0          1
CODEXM_CLASSES_STAT_PASS                                                      0          1
CODEXM_DECLS_STAT_PASS                                                        0          1
CODEXM_TEXT_STAT_PASS                                                         0          1
CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                      0          1
CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                       0          1
CODEXM_BUDA_CHECKER                                                           0          1
CONFIG.ANDROID_BACKUPS_ALLOWED                                                0          1
CONFIG.ANDROID_OUTDATED_TARGETSDKVERSION                                      0          1
CONFIG.ANDROID_UNSAFE_MINSDKVERSION                                           0          1
ANDROID_WEBVIEW_FILEACCESS                                                    0          1
ANGULAR_SCE_DISABLED                                                          0          1
AWS_SSL_DISABLED                                                              0          1
AWS_VALIDATION_DISABLED                                                       0          1
__BAD_CERT_VERIFICATION_CODEXM                                                1          3
__BAD_CERT_VERIFICATION_CODEXM_JS                                             0          1
BUSBOY_MISCONFIGURATION                                                       0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_JS                                     0          4
CONFIG.COOKIE_SIGNING_DISABLED                                                0          1
CONFIG.CORDOVA_EXCESSIVE_LOGGING                                              0          1
CONFIG.CORDOVA_PERMISSIVE_WHITELIST                                           0          1
__CORS_MISCONFIGURATION_CODEXM_JAVA                                           0          2
__CORS_MISCONFIGURATION_CODEXM_JS                                             0          2
CSRF_MISCONFIGURATION_HAPI_CRUMB                                              0          1
CONFIG.CSURF_IGNORE_METHODS                                                   0          1
CUSTOM_KEYBOARD_DATA_LEAK                                                     0          2
DISABLED_ENCRYPTION                                                           0          1
EXPOSED_DIRECTORY_LISTING_HAPI_INERT                                          0          1
EXPRESS_SESSION_UNSAFE_MEMORYSTORE                                            0          1
UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                          0          1
FILE_UPLOAD_MISCONFIGURATION                                                  0          1
HAPI_SESSION_MONGO_MISSING_TLS                                                0          1
__HARDCODED_CREDENTIALS_URL                                                   0          1
HPKP_MISCONFIGURATION                                                         0          1
INSECURE_HTTP_FIREWALL                                                        0          1
INSECURE_MULTIPEER_CONNECTION                                                 0          1
INSUFFICIENT_PRESIGNED_URL_TIMEOUT                                            0          2
JSONWEBTOKEN_UNTRUSTED_DECODE                                                 0          1
JSONWEBTOKEN_IGNORED_EXPIRATION_TIME                                          0          1
CONFIG.JSONWEBTOKEN_NON_EXPIRING_TOKEN                                        0          1
MISSING_HEADER_VALIDATION                                                     0          1
MULTER_MISCONFIGURATION                                                       0          1
__REVERSE_TABNABBING_CODEXM_JS                                                0          1
__RISKY_CRYPTO_CODEXM                                                         0          2
__RISKY_CRYPTO_JS_CODEXM                                                      0          1
CONFIG.SEQUELIZE_INSECURE_CONNECTION                                          0          1
CONFIG.SEQUELIZE_ENABLED_LOGGING                                              0          1
__INSECURE_COMMUNICATION_SOCKETIO                                             0          1
CONFIG.SOCKETIO_MAXHTTPBUFFERSIZE_SET_TOO_LARGE                               0          1
CONFIG.SOCKETIO_ORIGINS_ACCEPT_ALL                                            0          1
CONFIG.SPRING_BOOT_SENSITIVE_LOGGING                                          0          1
__CONFIG.SPRING_SECURITY_DEBUG_MODE_CODEXM_JAVA                               0          1
CONFIG.SPRING_SECURITY_EXPOSED_SESSIONID                                      0          1
CONFIG.SPRING_SECURITY_UNSAFE_AUTHENTICATION_FILTER                           0          1
TEMPORARY_CREDENTIALS_DURATION                                                0          1
UNLIMITED_CONCURRENT_SESSIONS                                                 0          1
WEAK_BIOMETRIC_AUTH                                                           0          1
__CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER_CODEXM_JS                           0          1
EXPRESS_X_POWERED_BY_ENABLED                                                  0          1
CUDA.CUDEVICE_HANDLES                                                         0          1
CUDA.FORK                                                                     0          1
CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                            0          1
CUDA.ERROR_KERNEL_LAUNCH                                                      0          1
CUDA.SYNCHRONIZE_TERMINATION                                                  0          1
CUDA.DEVICE_DEPENDENT                                                         0          1
CUDA.DEVICE_DEPENDENT_CALLBACKS                                               0          1
CUDA.ERROR_INTERFACE                                                          0          1
CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                    0          1
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                           0          1
RELAX_ACCESS_DBUFFER                                                          0          3
RELAX_AFM_ALLOC                                                               0          3
RELAX_AFM_FREE                                                                0          3
RELAX_ALLOC                                                                   0         17
RELAX_CLOSE_RESOURCE                                                          0          1
RELAX_CUDA_THREAD_IDX_SOURCE                                                  0          1
RELAX_CUDA_COLLECTIVE_OPERATION_SINK                                          0          1
RELAX_BUFFER_SIZE                                                             0          3
RELAX_CHECKED_RETURN                                                          0          3
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                            0          1
RELAX_DEREF_ARGS                                                              0          3
RELAX_DIVISOR                                                                 0          3
RELAX_FREED_ARGS                                                              0          3
RELAX_OBJECT_FREED                                                            0          1
RELAX_OBJECT_USED                                                             0          1
RELAX_INDEX_GENERIC                                                           0          3
